88,103
90,104
92,104
94,104
96,104
98,104
100,104
102,103
102,101
102,99
102,97
102,95
102,93
102,91
102,89
102,87
102,85
102,83
102,81
102,79
102,77
102,75
102,73
102,71
102,69
102,67
102,65
102,63
102,61
102,59
102,57
102,55
102,53
102,51
102,49
102,47
102,45
102,43
102,41
102,39
102,37
102,35
102,33
102,31
102,29
102,27
102,25
102,23
103,22
105,22
107,22
109,22
111,22
113,22
115,22
117,22
119,22
121,22
123,22
125,22
127,22
129,22
131,22
133,22
135,22
137,22
139,22
141,22
143,22
145,22
147,22
149,22
151,22
153,22
155,22
157,22
159,22
161,21
161,19
161,17
161,15
160,13
160,11
160,9
159,7
157,7
155,6
153,6
151,6
149,6
147,6
145,6
143,6
141,6
139,6
137,6
135,6
133,6
131,6
129,6
127,6
125,6
123,6
121,6
119,6
117,6
115,6
113,6
111,6
109,6
107,6
105,6
103,6
101,6
99,6
97,6
95,6
93,6
91,6
89,7
88,9
87,11
87,13
87,15
87,17
87,19
87,21
87,23
87,25
87,27
87,29
87,31
87,33
87,35
87,37
87,39
87,41
87,43
87,45
87,47
87,49
87,51
87,53
87,55
87,57
87,59
87,61
87,63
87,65
87,67
87,69
87,71
87,73
87,75
87,77
87,79
87,81
87,83
87,85
87,87
87,89
87,91
87,93
87,95
87,97
87,99
87,101
